GPS Date,8/4/2016,,,,,,,,,,,,,,,,,,,,,,,
GPS Time,21:35:19,,,,,,,,,,,,,,,,,,,,,,,
speedK,0.1,,,,,,,,,,,,,,,,,,,,,,,
speedI,0.3,,,,,,,,,,,,,,,,,,,,,,,
speedD,0,,,,,,,,,,,,,,,,,,,,,,,
angleK,4,,,,,,,,,,,,,,,,,,,,,,,
angleI,0.3,,,,,,,,,,,,,,,,,,,,,,,
angleD,25,,,,,,,,,,,,,,,,,,,,,,,
mode,1,,,,,,,,,,,,,,,,,,,,,,,
compassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
CANcompassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
fixPointLat,44.39710999,,,,,,,,,,,,,,,,,,,,,,,
fixPointLon,-110.5308838,,,,,,,,,,,,,,,,,,,,,,,
Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting
3945487,326.42,331.5,293.1,203.1,325.66,-1.551,-0.76,-0.55,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39586639,-110.5332336,9.1,41.77,0,3945237,10
3945537,326.47,330.2,293.1,203.1,325.65,-1.756,-0.893,-0.617,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39586639,-110.5332336,9.1,41.77,0,3945287,10
3945587,326.52,330.2,293.1,202.2,325.64,-1.955,-1.088,-0.708,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39586639,-110.5332336,9.1,41.77,0,3945337,10
3945637,326.57,330.2,293.1,202.2,325.63,-2.147,-1.133,-0.79,-16,2.2,2.2,2.3,2.2,0,48,146,134,44.39586639,-110.5332336,9.1,41.77,0,3945387,10
3945687,326.62,330.2,293.1,203.1,325.63,-2.337,-1.187,-0.867,-18,2.2,2.2,2.3,2.2,0,48,148,132,44.39586639,-110.5332336,9.1,41.77,0,3945437,10
3945737,326.67,326.4,293.1,203.1,325.65,-2.527,-1.149,-0.92,-19,2.2,2.2,2.3,2.2,0,48,149,131,44.39587021,-110.5332336,9.1,41.77,0,3945487,10
3945787,326.72,326.4,293.1,204.8,325.67,-2.717,-1.103,-0.955,-20,2.2,2.2,2.3,2.2,0,48,150,130,44.39587021,-110.5332336,9.1,41.77,0,3945537,10
3945837,326.77,326.4,293.1,204.8,325.81,-2.912,-0.126,-0.799,-17,2.2,2.2,2.3,2.2,0,48,147,133,44.39587021,-110.5332336,9.1,41.77,0,3945587,10
3945887,326.82,326.4,293.1,204.8,325.83,-3.107,-1.004,-0.838,-17,2.2,2.2,2.3,2.2,0,48,147,133,44.39587021,-110.5332336,9.1,41.77,0,3945637,10
3945937,326.87,331.2,293.1,204.8,325.87,-3.302,-0.855,-0.844,-18,2.2,2.2,2.3,2.2,0,48,148,132,44.39587021,-110.5332336,9.1,41.77,0,3945687,10
3945987,326.92,331.2,293.1,205.9,325.94,-3.498,-0.63,-0.806,-17,2.2,2.2,2.3,2.2,0,48,147,133,44.39587021,-110.5332336,9.1,41.77,0,3945737,10
3946037,326.97,331.2,293.1,205.9,326.02,-3.696,-0.443,-0.74,-15,2.2,2.2,2.3,2.2,0,48,145,135,44.39587021,-110.5332336,9.1,41.77,0,3945787,10
3946087,327.02,331.2,293.1,205.9,326.1,-3.894,-0.374,-0.674,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39587021,-110.5332336,9.1,41.77,0,3945837,10
3946137,327.07,336.7,293.1,205.9,326.18,-4.092,-0.26,-0.601,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39587402,-110.5332336,9.1,41.77,0,3945887,10
3946187,327.12,336.7,293.1,206.5,326.24,-4.293,-0.336,-0.557,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39587402,-110.5332336,9.1,41.77,0,3945937,10
3946237,327.17,336.7,293.1,206.5,326.3,-4.49,-0.367,-0.526,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39587402,-110.5332336,9.1,41.77,0,3945987,10
3946287,327.22,336.7,293.1,208.4,326.35,-4.683,-0.367,-0.501,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39587402,-110.5332336,9.1,41.77,0,3946037,10
3946337,327.27,332.5,293.1,208.4,326.4,-4.871,-0.283,-0.463,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39587784,-110.5332413,9.1,41.77,0,3946087,10
3946387,327.32,332.5,293.1,209.7,326.44,-5.055,-0.302,-0.435,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39587784,-110.5332413,9.1,41.77,0,3946137,10
3946437,327.37,332.5,293.1,209.7,326.49,-5.235,-0.264,-0.406,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39587784,-110.5332413,9.1,41.77,0,3946187,10
3946487,327.42,332.5,293.1,207.1,326.51,-5.411,-0.39,-0.406,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39587784,-110.5332413,9.1,41.77,0,3946237,10
3946537,327.47,333.6,293.1,207.1,326.53,-5.584,-0.473,-0.422,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39587784,-110.5332413,9.1,41.77,0,3946287,10
3946587,327.52,333.6,293.1,209.1,326.54,-5.754,-0.538,-0.447,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39587784,-110.5332413,9.1,41.77,0,3946337,10
3946637,327.57,333.6,293.1,209.1,326.55,-5.923,-0.622,-0.483,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39587784,-110.5332413,9.1,41.77,0,3946387,10
3946687,327.62,333.6,293.1,205.8,326.56,-6.091,-0.645,-0.517,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39587784,-110.5332413,9.1,41.77,0,3946437,10
3946737,327.67,334.7,293.1,205.8,326.58,-6.259,-0.615,-0.539,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39588165,-110.5332413,9.1,41.77,0,3946487,10
3946787,327.72,334.7,293.1,205.2,326.61,-6.424,-0.637,-0.562,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39588165,-110.5332413,9.1,41.77,0,3946537,10
3946837,327.77,334.7,293.1,205.2,326.63,-6.592,-0.611,-0.575,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39588165,-110.5332413,9.1,41.77,0,3946587,10
3946887,327.82,334.7,293.1,205.2,326.64,-6.762,-0.809,-0.623,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39588165,-110.5332413,9.1,41.77,0,3946637,10
3946937,327.87,332.5,293.1,205.2,326.68,-6.935,-0.626,-0.626,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39588165,-110.5332413,9.1,41.77,0,3946687,10
3946987,327.92,332.5,293.1,209.1,326.71,-7.111,-0.599,-0.624,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39588165,-110.5332413,9.1,41.77,0,3946737,10
3947037,327.97,332.5,293.1,209.1,326.75,-7.287,-0.668,-0.635,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39588165,-110.5332413,9.1,41.77,0,3946787,10
3947087,328.02,332.5,293.1,209.9,326.78,-7.465,-0.676,-0.645,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39588165,-110.5332413,9.1,41.77,0,3946837,10
3947137,328.07,330.2,293.1,209.9,326.8,-7.641,-0.79,-0.674,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39588165,-110.5332413,9.1,41.77,0,3946887,10
3947187,328.12,330.2,293.1,209.1,326.82,-7.816,-0.779,-0.695,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39588165,-110.5332413,9.1,41.77,0,3946937,10
3947237,328.17,330.2,293.1,209.1,326.85,-7.99,-0.737,-0.705,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39588165,-110.5332413,9.1,41.77,0,3946987,10
3947287,328.22,330.2,293.1,210.4,326.88,-8.162,-0.763,-0.717,-15,2.2,2.2,2.3,2.2,0,48,145,135,44.39588165,-110.5332413,9.1,41.77,0,3947037,10
3947337,328.27,334.1,293.1,210.4,326.93,-8.332,-0.687,-0.715,-15,2.2,2.2,2.3,2.2,0,48,145,135,44.39588547,-110.5332413,9.1,41.77,0,3947087,10
3947387,328.32,334.1,293.1,209.1,326.96,-8.501,-0.767,-0.728,-15,2.2,2.2,2.3,2.2,0,48,145,135,44.39588547,-110.5332413,9.1,41.77,0,3947137,10
3947437,328.37,334.1,293.1,209.1,327.01,-8.668,-0.63,-0.713,-15,2.2,2.2,2.3,2.2,0,48,145,135,44.39588547,-110.5332413,9.1,41.77,0,3947187,10
3947487,328.42,334.1,293.1,209.7,327.06,-8.833,-0.63,-0.701,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39588547,-110.5332413,9.1,41.77,0,3947237,10
3947537,328.47,332.6,293.1,209.7,327.1,-8.998,-0.71,-0.705,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39588928,-110.5332413,9.1,41.77,0,3947287,10
3947587,328.52,332.6,293.1,210,327.16,-9.162,-0.481,-0.666,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39588928,-110.5332413,9.1,41.77,0,3947337,10
3947637,328.57,332.6,293.1,210,327.21,-9.327,-0.561,-0.649,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39588928,-110.5332413,9.1,41.77,0,3947387,10
3947687,328.62,332.6,293.1,211.8,327.25,-9.49,-0.557,-0.634,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39588928,-110.5332413,9.1,41.77,0,3947437,10
3947737,328.67,334.8,293.1,211.8,327.31,-9.653,-0.443,-0.602,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39588928,-110.5332413,9.1,41.77,0,3947487,10
3947787,328.72,334.8,293.1,210.5,327.35,-9.815,-0.561,-0.598,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39588928,-110.5332413,9.1,41.77,0,3947537,10
3947837,328.77,334.8,293.1,210.5,327.39,-9.974,-0.531,-0.589,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39588928,-110.5332413,9.1,41.77,0,3947587,10
3947887,328.82,334.8,293.1,210.5,327.43,-10.13,-0.584,-0.591,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39588928,-110.5332413,9.1,41.77,0,3947637,10
3947937,328.87,331.6,293.1,210.5,327.46,-10.283,-0.58,-0.591,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.3958931,-110.5332413,9.1,41.77,0,3947687,10
3947987,328.92,331.6,293.1,210.5,327.48,-10.433,-0.691,-0.612,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.3958931,-110.5332413,9.1,41.77,0,3947737,10
3948037,328.97,331.6,293.1,211.1,327.52,-10.579,-0.599,-0.612,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.3958931,-110.5332413,9.1,41.77,0,3947787,10
3948087,329.02,331.6,293.1,211.1,327.55,-10.727,-0.607,-0.613,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.3958931,-110.5332413,9.1,41.77,0,3947837,10
3948137,329.07,333.4,293.1,207.1,327.58,-10.87,-0.599,-0.613,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39589691,-110.5332413,9.1,41.77,0,3947887,10
3948187,329.12,333.4,293.1,207.1,327.62,-11.01,-0.599,-0.613,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39589691,-110.5332413,9.1,41.77,0,3947937,10
3948237,329.17,333.4,293.1,209.9,327.66,-11.146,-0.576,-0.609,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39589691,-110.5332413,9.1,41.77,0,3947987,10
3948287,329.22,333.4,293.1,209.9,327.7,-11.279,-0.493,-0.59,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39589691,-110.5332413,9.1,41.77,0,3948037,10
3948337,329.27,336.2,293.1,209.9,327.76,-11.411,-0.428,-0.563,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39589691,-110.5332413,9.1,41.77,0,3948087,10
3948387,329.32,336.2,293.1,209.9,327.81,-11.544,-0.325,-0.523,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39589691,-110.5332413,9.1,41.77,0,3948137,10
3948437,329.37,336.2,293.1,212.3,327.86,-11.675,-0.332,-0.491,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39589691,-110.5332413,9.1,41.77,0,3948187,10
3948487,329.42,336.2,293.1,212.3,327.92,-11.808,-0.279,-0.455,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39589691,-110.5332413,9.1,41.77,0,3948237,10
3948537,329.47,338.8,293.1,212.3,327.97,-11.94,-0.229,-0.418,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39589691,-110.5332413,9.1,41.77,0,3948287,10
3948587,329.52,338.8,293.1,212.3,328.03,-12.073,-0.115,-0.366,-6,2.2,2.2,2.3,2.2,0,48,136,144,44.39589691,-110.5332413,9.1,41.77,0,3948337,10
3948637,329.57,338.8,293.1,210.6,328.06,-12.206,-0.283,-0.356,-6,2.2,2.2,2.3,2.2,0,48,136,144,44.39589691,-110.5332413,9.1,41.77,0,3948387,10
3948687,329.62,338.8,293.1,210.6,328.1,-12.339,-0.264,-0.343,-6,2.2,2.2,2.3,2.2,0,48,136,144,44.39589691,-110.5332413,9.1,41.77,0,3948437,10
3948737,329.67,336,293.1,211.5,328.11,-12.469,-0.374,-0.353,-6,2.2,2.2,2.3,2.2,0,48,136,144,44.39590073,-110.5332413,9.1,41.77,0,3948487,10
3948787,329.72,336,293.1,211.5,328.13,-12.598,-0.424,-0.37,-6,2.2,2.2,2.3,2.2,0,48,136,144,44.39590073,-110.5332413,9.1,41.77,0,3948537,10
3948837,329.77,336,293.1,212,328.14,-12.724,-0.515,-0.401,-7,2.2,2.2,2.3,2.2,0,48,137,143,44.39590073,-110.5332413,9.1,41.77,0,3948587,10
3948887,329.82,336,293.1,212,328.14,-12.847,-0.576,-0.438,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39590073,-110.5332413,9.1,41.77,0,3948637,10
3948937,329.87,336.2,293.1,212,328.16,-12.966,-0.58,-0.468,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39590073,-110.5332413,9.1,41.77,0,3948687,10
3948987,329.92,336.2,293.1,212,328.17,-13.081,-0.626,-0.502,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39590073,-110.5332413,9.1,41.77,0,3948737,10
3949037,329.97,336.2,293.1,212.4,328.18,-13.191,-0.664,-0.536,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39590073,-110.5332413,9.1,41.77,0,3948787,10
3949087,330.02,336.2,293.1,212.4,328.19,-13.301,-0.744,-0.579,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39590073,-110.5332413,9.1,41.77,0,3948837,10
3949137,330.07,335.7,293.1,212.8,328.21,-13.405,-0.748,-0.615,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39590454,-110.5332413,9.1,41.77,0,3948887,10
3949187,330.12,335.7,293.1,212.8,328.23,-13.504,-0.71,-0.636,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39590454,-110.5332413,9.1,41.77,0,3948937,10
3949237,330.17,335.7,293.1,210.9,328.25,-13.598,-0.798,-0.67,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39590454,-110.5332413,9.1,41.77,0,3948987,10
3949287,330.22,335.7,293.1,210.9,328.28,-13.688,-0.79,-0.696,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39590454,-110.5332413,9.1,41.77,0,3949037,10
3949337,330.27,331.4,293.1,213.2,328.31,-13.775,-0.786,-0.715,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39590836,-110.5332413,9.1,41.77,0,3949087,10
3949387,330.32,331.4,293.1,213.2,328.34,-13.858,-0.763,-0.725,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39590836,-110.5332413,9.1,41.77,0,3949137,10
3949437,330.37,331.4,293.1,212.1,328.38,-13.94,-0.657,-0.714,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39590836,-110.5332413,9.1,41.77,0,3949187,10
3949487,330.42,331.4,293.1,212.1,328.43,-14.021,-0.611,-0.696,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39590836,-110.5332413,9.1,41.77,0,3949237,10
3949537,330.47,333.7,293.1,212.8,328.49,-14.104,-0.466,-0.655,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39590836,-110.5332413,9.1,41.77,0,3949287,10
3949587,330.52,333.7,293.1,212.8,328.56,-14.187,-0.416,-0.613,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39590836,-110.5332413,9.1,41.77,0,3949337,10
3949637,330.57,333.7,293.1,212.8,328.63,-14.272,-0.26,-0.549,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39590836,-110.5332413,9.1,41.77,0,3949387,10
3949687,330.62,333.7,293.1,212.8,328.67,-14.358,-0.378,-0.519,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39590836,-110.5332413,9.1,41.77,0,3949437,10
3949737,330.67,333.8,293.1,210.4,328.72,-14.444,-0.386,-0.497,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39591217,-110.5332413,9.1,41.77,0,3949487,10
3949787,330.72,333.8,293.1,210.4,328.76,-14.532,-0.317,-0.465,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39591217,-110.5332413,9.1,41.77,0,3949537,10
3949837,330.77,333.8,293.1,211.2,328.8,-14.619,-0.393,-0.454,-7,2.2,2.2,2.3,2.2,0,48,137,143,44.39591217,-110.5332413,9.1,41.77,0,3949587,10
3949887,330.82,333.8,293.1,211.2,328.81,-14.705,-0.538,-0.472,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39591217,-110.5332413,9.1,41.77,0,3949637,10
3949937,330.87,336.5,293.1,211.2,328.83,-14.79,-0.565,-0.493,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39591217,-110.5332413,9.1,41.77,0,3949687,10
3949987,330.92,336.5,293.1,211.2,328.85,-14.873,-0.66,-0.528,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39591217,-110.5332413,9.1,41.77,0,3949737,10
3950037,330.97,336.5,293.1,214.1,328.86,-14.953,-0.691,-0.563,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39591217,-110.5332413,9.1,41.77,0,3949787,10
3950087,331.02,336.5,293.1,214.1,328.88,-15.031,-0.66,-0.585,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39591217,-110.5332413,9.1,41.77,0,3949837,10
3950137,331.07,339,293.1,212.3,328.91,-15.108,-0.615,-0.595,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39591599,-110.5332413,9.1,41.77,0,3949887,10
3950187,331.12,339,293.1,212.3,328.95,-15.186,-0.649,-0.61,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39591599,-110.5332413,9.1,41.77,0,3949937,10
3950237,331.17,339,293.1,212.3,328.98,-15.262,-0.588,-0.611,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39591599,-110.5332413,9.1,41.77,0,3949987,10
3950287,331.22,339,293.1,212.3,329.03,-15.335,-0.538,-0.602,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39591599,-110.5332413,9.1,41.77,0,3950037,10
3950337,331.27,337.4,293.1,215.8,329.05,-15.404,-0.702,-0.625,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39591599,-110.5332413,9.1,41.77,0,3950087,10
3950387,331.32,337.4,293.1,215.8,329.08,-15.466,-0.721,-0.647,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39591599,-110.5332413,9.1,41.77,0,3950137,10
3950437,331.37,337.4,293.1,213.6,329.11,-15.528,-0.752,-0.671,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39591599,-110.5332413,9.1,41.77,0,3950187,10
3950487,331.42,337.4,293.1,213.6,329.14,-15.589,-0.699,-0.68,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39591599,-110.5332413,9.1,41.77,0,3950237,10
3950537,331.47,339.1,293.1,217.4,329.17,-15.65,-0.767,-0.701,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.3959198,-110.5332413,9.1,41.77,0,3950287,10
3950587,331.52,339.1,293.1,217.4,329.21,-15.711,-0.706,-0.707,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.3959198,-110.5332413,9.1,41.77,0,3950337,10
3950637,331.57,339.1,293.1,216.2,329.26,-15.771,-0.687,-0.708,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.3959198,-110.5332413,9.1,41.77,0,3950387,10
3950687,331.62,339.1,293.1,216.2,329.3,-15.831,-0.695,-0.71,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.3959198,-110.5332413,9.1,41.77,0,3950437,10
3950737,331.67,335.6,293.1,217.4,329.35,-15.891,-0.641,-0.7,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.3959198,-110.5332413,9.1,41.77,0,3950487,10
3950787,331.72,335.6,293.1,217.4,329.4,-15.952,-0.531,-0.671,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.3959198,-110.5332413,9.1,41.77,0,3950537,10
3950837,331.77,335.6,293.1,217.4,329.46,-16.012,-0.519,-0.646,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.3959198,-110.5332413,9.1,41.77,0,3950587,10
3950887,331.82,335.6,293.1,217.4,329.52,-16.073,-0.378,-0.598,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.3959198,-110.5332413,9.1,41.77,0,3950637,10
3950937,331.87,340,293.1,217.4,329.58,-16.135,-0.332,-0.553,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.3959198,-110.5332489,9.1,41.77,0,3950687,10
3950987,331.92,340,293.1,217.4,329.63,-16.196,-0.405,-0.53,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.3959198,-110.5332489,9.1,41.77,0,3950737,10
3951037,331.97,340,293.1,215.3,329.68,-16.257,-0.42,-0.515,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.3959198,-110.5332489,9.1,41.77,0,3950787,10
3951087,332.02,340,293.1,215.3,329.72,-16.318,-0.447,-0.507,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.3959198,-110.5332489,9.1,41.77,0,3950837,10
3951137,332.07,335.3,293.1,214.9,329.74,-16.378,-0.527,-0.513,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592361,-110.5332489,9.1,41.77,0,3950887,10
3951187,332.12,335.3,293.1,214.9,329.77,-16.436,-0.573,-0.527,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592361,-110.5332489,9.1,41.77,0,3950937,10
3951237,332.17,335.3,293.1,216.5,329.79,-16.494,-0.561,-0.536,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592361,-110.5332489,9.1,41.77,0,3950987,10
3951287,332.22,335.3,293.1,216.5,329.83,-16.55,-0.477,-0.528,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592361,-110.5332489,9.1,41.77,0,3951037,10
3951337,332.27,342.4,293.1,215.5,329.85,-16.605,-0.637,-0.554,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39592361,-110.5332489,9.1,41.77,0,3951087,10
3951387,332.32,342.4,293.1,215.5,329.88,-16.658,-0.603,-0.57,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39592361,-110.5332489,9.1,41.77,0,3951137,10
3951437,332.37,342.4,293.1,216.1,329.91,-16.709,-0.672,-0.595,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39592361,-110.5332489,9.1,41.77,0,3951187,10
3951487,332.42,342.4,293.1,216.1,329.95,-16.758,-0.565,-0.595,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39592361,-110.5332489,9.1,41.77,0,3951237,10
3951537,332.47,336.1,293.1,212.3,329.98,-16.805,-0.573,-0.594,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39592743,-110.5332489,9.1,41.77,0,3951287,10
3951587,332.52,336.1,293.1,212.3,330.03,-16.85,-0.493,-0.578,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39592743,-110.5332489,9.1,41.77,0,3951337,10
3951637,332.57,336.1,293.1,218.9,330.07,-16.892,-0.496,-0.565,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39592743,-110.5332489,9.1,41.77,0,3951387,10
3951687,332.62,336.1,293.1,218.9,330.11,-16.932,-0.439,-0.545,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592743,-110.5332489,9.1,41.77,0,3951437,10
3951737,332.67,341.9,293.1,218.1,330.16,-16.97,-0.473,-0.537,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592743,-110.5332489,9.1,41.77,0,3951487,10
3951787,332.72,341.9,293.1,218.1,330.2,-17.005,-0.477,-0.531,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592743,-110.5332489,9.1,41.77,0,3951537,10
3951837,332.77,341.9,293.1,219.3,330.24,-17.037,-0.424,-0.517,-7,2.2,2.2,2.3,2.2,0,48,137,143,44.39592743,-110.5332489,9.1,41.77,0,3951587,10
3951887,332.82,341.9,293.1,219.3,330.27,-17.067,-0.58,-0.534,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592743,-110.5332489,9.1,41.77,0,3951637,10
3951937,332.87,342.5,293.1,219.3,330.3,-17.092,-0.584,-0.549,-8,2.2,2.2,2.3,2.2,0,48,138,142,44.39592743,-110.5332489,9.1,41.77,0,3951687,10
3951987,332.92,342.5,293.1,219.3,330.32,-17.115,-0.657,-0.575,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39592743,-110.5332489,9.1,41.77,0,3951737,10
3952037,332.97,342.5,293.1,219.3,330.34,-17.134,-0.691,-0.603,-9,2.2,2.2,2.3,2.2,0,48,139,141,44.39592743,-110.5332489,9.1,41.77,0,3951787,10
3952087,333.02,342.5,293.1,219.3,330.36,-17.149,-0.84,-0.653,-10,2.2,2.2,2.3,2.2,0,48,140,140,44.39592743,-110.5332489,9.1,41.77,0,3951837,10
3952137,333.07,334.1,293.1,219.7,330.38,-17.162,-0.798,-0.682,-11,2.2,2.2,2.3,2.2,0,48,141,139,44.39593124,-110.5332489,9.1,41.77,0,3951887,10
3952187,333.12,334.1,293.1,219.7,330.39,-17.17,-0.931,-0.731,-12,2.2,2.2,2.3,2.2,0,48,142,138,44.39593124,-110.5332489,9.1,41.77,0,3951937,10
3952237,333.17,334.1,293.1,219.7,330.4,-17.176,-0.946,-0.773,-13,2.2,2.2,2.3,2.2,0,48,143,137,44.39593124,-110.5332489,9.1,41.77,0,3951987,10
3952287,333.22,334.1,293.1,218.6,330.42,-17.178,-1.019,-0.821,-14,2.2,2.2,2.3,2.2,0,48,144,136,44.39593124,-110.5332489,9.1,41.77,0,3952037,10
3952337,333.27,338.8,293.1,218.6,330.45,-17.178,-0.969,-0.853,-15,2.2,2.2,2.3,2.2,0,48,145,135,44.39593124,-110.5332489,9.1,41.77,0,3952087,10
3952387,333.32,338.8,293.1,216.5,330.49,-17.176,-0.962,-0.877,-15,2.2,2.2,2.3,2.2,0,48,145,135,44.39593124,-110.5332489,9.1,41.77,0,3952137,10
3952437,333.37,338.8,293.1,218.6,330.53,-17.173,-0.912,-0.888,-16,2.2,2.2,2.3,2.2,0,48,146,134,44.39593124,-110.5332489,9.1,41.77,0,3952187,10
3952487,333.42,338.8,293.1,218.6,330.58,-17.169,-0.954,-0.904,-16,2.2,2.2,2.3,2.2,0,48,146,134,44.39593124,-110.5332489,9.1,41.77,0,3952237,10
